郑重、王要/人民文学出版社/2000-06/29.80元,9.2,2949,,,,,
兰晓龙/新星出版社/2009-1/35.00,9.2,3216,,,,,
[意]埃莱娜·费兰特/陈英/人民文学出版社/2017-4/59.00元,9.2,3908,,,,,
[意]埃莱娜·费兰特/陈英/人民文学出版社/2017-4/59.00元,9.2,3908,,,,,
海子著、西川编/作家出版社/2009-3/88.00元,9.2,6767,,,,,
海子著、西川编/作家出版社/2009-3/88.00元,9.2,6767,,,,,
史铁生/人民文学出版社/2011-1-1/23.00元,9.2,9865,,,,,
[美]哈珀·李/高红梅/译林出版社/2012-9/32.00元,9.2,15470,,,,,
[美]哈珀·李/高红梅/译林出版社/2012-9/32.00元,9.2,15470,,,,,
[美]哈珀·李/高红梅/译林出版社/2012-9/32.00元,9.2,15470,,,,,
[美]哈珀·李/高红梅/译林出版社/2012-9/32.00元,9.2,15471,,,,,
木心口述、陈丹青笔录/广西师范大学出版社/2013-1-10/98.00元,9.2,18360,,,,,
（丹麦）安徒生/叶君健/人民文学出版社/1997-08/25.00,9.2,35913,,,,,
（丹麦）安徒生/叶君健/人民文学出版社/1997-08/25.00,9.2,35913,,,,,
（丹麦）安徒生/叶君健/人民文学出版社/1997-08/25.00,9.2,35913,,,,,
[明]罗贯中/人民文学出版社/1998-05/39.50元,9.2,55792,,,,,
[明]罗贯中/人民文学出版社/1998-05/39.50元,9.2,55792,,,,,
[哥伦比亚]加西亚·马尔克斯/范晔/南海出版公司/2011-6/39.50元,9.2,122469,,,,,
[哥伦比亚]加西亚·马尔克斯/范晔/南海出版公司/2011-6/39.50元,9.2,122471,,,,,
[哥伦比亚]加西亚·马尔克斯/范晔/南海出版公司/2011-6/39.50元,9.2,122472,,,,,
[哥伦比亚]加西亚·马尔克斯/范晔/南海出版公司/2011-6/39.50元,9.2,122477,,,,,
[哥伦比亚]加西亚·马尔克斯/范晔/南海出版公司/2011-6/39.50元,9.2,122480,,,,,
[哥伦比亚]加西亚·马尔克斯/范晔/南海出版公司/2011-6/39.50元,9.2,122485,,,,,
HarukiMurakami/PhilipGabriel/VintageInternational/2009/CNY63.00,9.1,23,,,,,
张天翼/中国少年儿童出版社/2002-8-1/98.00元,9.1,30,,,,,
HarukiMurakami/PhilipGabriel/Vintage/2001-4-10/USD16.00,9.1,37,,,,,
王运熙/上海古籍出版社/2006-7/45.00元,9.1,39,,,,,
丰子恺等/长江文艺出版社/2017-6-1/32,9.1,52,,,,,
刘永济/中华书局/2007/17.00元,9.1,54,,,,,
中央电视台综合频道节目部/中信出版社/2017-5/39.8,9.1,55,,,,,
普希金/戈宝权/时代出版社/1954-1/21900,9.1,55,,,,,
(日)黑柳彻子//黑柳朝/南海/2008-4/217.00元,9.1,66,,,,,
(苏)马雅可夫斯基著/余振/北岳文艺出版社/2000-08/36.80元,9.1,75,,,,,
美.杰克·伦敦原著；刘中扬改写/上海人美/2002-6/16.00元,9.1,80,,,,,
王小波/中国青年出版社/1999.04/¥18.00,9.1,99,,,,,
mlln/2011-10,9.1,110,,,,,
JamesFinnGarner/JohnWiley&SonsInc/1994-04/USD9.95,9.1,118,,,,,
老舍/人民文学出版社/1957/0.65元,9.1,122,,,,,
藤澤周平/高詹燦/木馬文化事業有限公司/2006-5/NTD300,9.1,149,,,,,
王小波/中国青年出版社/1999/168,9.1,149,,,,,
王淑芬/二十一世纪出版社/2009-9/14.00元,9.1,173,,,,,
[日]原田泰治/金晖/南海出版公司/2016-6-1/88.00元,9.1,174,,,,,
张枣/北京十月文艺出版社/2017-2/36.00元,9.1,189,,,,,
谢立文/接力出版社/2002年12月1日/143.2,9.1,199,,,,,
[美]鲍勃·迪伦/西川、陈黎、奚密、李皖、冷霜、陈震、曹疏影、马世芳、胡续冬、包慧怡、罗池、胡桑、周公度、厄土、张芬龄/广西师范大学出版社/2017-6/198.00元,9.1,227,,,,,
万云骏、等/上海辞书出版社/1998-01/52.20元,9.1,229,,,,,
沈祖棻著/中华书局/2008-8/22.00元,9.1,252,,,,,
纳训/人民文学出版社/1977/1.05,9.1,253,,,,,
兰陵笑笑生/香港太平书局/1992年8月,9.1,322,,,,,
(宋)李清照、陈祖美评注/人民文学出版社/2005-3-1/11.00,9.1,332,,,,,
汪曾祺/北京十月文艺出版社/2012-7-1/36.00元,9.1,351,,,,,
[美]玛•金•罗琳斯/梅静/云南人民出版社/2016-6-1/48.00元,9.1,362,,,,,
李清照/诸葛忆兵/中华书局/2005年1月/8.00元,9.1,388,,,,,
海子/鹭江出版社/2006-1/20.00元,9.1,439,,,,,
骆玉明/复旦大学出版社/2007/25.00元,9.1,466,,,,,
车万育/岳麓书社/2002年6月第2版/6.20,9.1,471,,,,,
[宋]洪興祖/白化文等點校/中華書局/1983-3/17.00元,9.1,478,,,,,
[加]露西·莫德·蒙哥玛利/马爱农/浙江文艺出版社/2002-7/15.00元,9.1,483,,,,,
袁珂译注/北京联合出版公司·后浪出版公司/2016-10/49.80元,9.1,671,,,,,
袁珂译注/北京联合出版公司·后浪出版公司/2016-10/49.80元,9.1,671,,,,,
[日]田岛征彦/李秀芬/北京联合出版公司/2017-7/45.00元,9.1,777,,,,,
[日]田岛征彦/李秀芬/北京联合出版公司/2017-7/45.00元,9.1,778,,,,,
[德]康德/邓晓芒译、杨祖陶校/人民出版社/2002-12/32.00元,9.1,859,,,,,
[西班牙]路易斯·塞尔努达/汪天艾/人民文学出版社/2015-1/29.00元,9.1,955,,,,,
(英)乔纳森·林恩、(英)安东尼·杰伊编著/王艺/生活·读书·新知三联书店/2012-8/49.00元,9.1,975,,,,,
凌纾编文、阎善春、马克宣、常光希、刘泽岱绘画/上海人民美术出版社/1986-3/0.62,9.1,998,,,,,
孟元老/中州古籍出版社/2010-6-1/20.00元,9.1,1006,,,,,
[俄]维克托·阿斯塔菲耶夫/夏仲翼等/理想国|广西师范大学出版社/2017-4/78.00元,9.1,1041,,,,,
[俄]维克托·阿斯塔菲耶夫/夏仲翼等/理想国|广西师范大学出版社/2017-4/78.00元,9.1,1041,,,,,
[俄]维克托·阿斯塔菲耶夫/夏仲翼等/理想国|广西师范大学出版社/2017-4/78.00元,9.1,1041,,,,,
[日]三岛由纪夫/许金龙等/北京燕山出版社/2001-1/38.00元,9.1,1291,,,,,
[俄]陀思妥耶夫斯基/曾宪溥、王健夫/人民文学出版社/2011-5/20.00元,9.1,1301,,,,,
(阿根廷)博尔赫斯/王永年/上海译文出版社/2015-7/26.00,9.1,1313,,,,,
夏宇/現代詩/1991-3-15,9.1,1439,,,,,
李娟/上海文艺出版社/2012-8-25/24.00元,9.1,1542,,,,,
李娟/上海文艺出版社/2012-8-25/24.00元,9.1,1542,,,,,
[俄]陀思妥耶夫斯基/臧仲伦/漓江出版社/2012-5-1/15.00元,9.1,1811,,,,,
叶嘉莹/北京大学出版社/2015-5-1/CNY62.00,9.1,1958,,,,,
叶嘉莹/北京大学出版社/2015-5-1/CNY62.00,9.1,1958,,,,,
张爱玲/经济日报出版社/2003-1-1/46.00,9.1,2652,,,,,
WendelinVanDraanen/KnopfBooksforYoungReaders/2001-10-9/USD16.99,9.1,2739,,,,,
<南朝宋>刘义庆著/里望译注/山西古籍出版社/2004/9,9.1,3037,,,,,
<南朝宋>刘义庆著/里望译注/山西古籍出版社/2004/9,9.1,3037,,,,,
谢尔・希尔弗斯坦/傅惟慈/南海出版公司/2003-9-1/18.00元,9.1,3135,,,,,
(巴西)若泽•毛罗•德瓦斯康塞洛斯/蔚玲/天天出版社/2010-6/19.90元,9.1,3610,,,,,
[日]贵志祐介/丁丁虫/上海译文出版社/2014-4/88.00,9.1,3688,,,,,
[英]阿瑟·克拉克/郝明义/上海人民出版社/2007-11/28.00元,9.1,3906,,,,,
[英]阿瑟·克拉克/郝明义/上海人民出版社/2007-11/28.00元,9.1,3906,,,,,
[阿根廷]博尔赫斯/王永年/浙江文艺出版社/2002-7/13.00元,9.1,4052,,,,,
阿城/北京燕山出版社/2011-3/25.00元,9.1,4068,,,,,
[美]曼昆/梁小民/机械工业出版社/2003-8/88.00元,9.1,11294,,,,,
[英]王尔德/王林/译林出版社/2003-6/6.00元,9.1,11749,,,,,
王小波/文化艺术出版社/1997/18.80元,9.1,18467,,,,,
王小波/文化艺术出版社/1997/18.80元,9.1,18467,,,,,
钱穆/生活·读书·新知三联书店/2001/12.00元,9.1,23268,,,,,
当年明月/中国海关出版社/2009-4/358.20元,9.1,37203,,,,,
[美]斯蒂芬·金/施寄青、赵永芬、齐若兰/人民文学出版社/2006-7/29.90元,9.1,39227,,,,,
王小波/中国青年出版社/1997-10/27.00元,9.1,42407,,,,,
王小波/中国青年出版社/1997-10/27.00元,9.1,42407,,,,,
王小波/中国青年出版社/1997-10/27.00元,9.1,42409,,,,,
王小波/中国青年出版社/1997-10/27.00元,9.1,42409,,,,,
余华/上海文艺出版社/2004-5/13.00元,9.1,78594,,,,,
余华/南海出版公司/1998-5/12.00元,9.1,138661,,,,,
余华/南海出版公司/1998-5/12.00元,9.1,138663,,,,,
余华/南海出版公司/1998-5/12.00元,9.1,138666,,,,,
余华/南海出版公司/1998-5/12.00元,9.1,138670,,,,,
[日]东野圭吾/刘姿君/南海出版公司/2008-9/29.80元,9.1,200935,,,,,
王小波/现代出版社/2016-3/39.8,9,15,,,,,
[爱尔兰]叶芝编/高勤芳/人民文学出版社/2016-4/23.00元,9,19,,,,,
任明信/黑眼睛文化/2013-8/NT250,9,20,,,,,
村上春樹/新潮社/1997-9-30/JPY680,9,21,,,,,
唐颖/浙江文艺出版社/2017-6/37.00元,9,24,,,,,
唐颖/浙江文艺出版社/2017-6/37.00元,9,24,,,,,
矢川澄子，繪／赤羽末吉，譯／游珮芸/信誼（上誼）/20050205/NT$280,9,34,,,,,
[日]吉川幸次郎/陈顺智、徐少舟/四川人民出版社/1987-9/1.65元,9,35,,,,,
HarukiMurakami/JayRubin/Vintage/2003-05-13/CAD16.95,9,39,,,,,
[法]儒勒·米什莱/徐知免/雅众文化/新星出版社/2015-8/36.00元,9,50,,,,,
(美)苏斯博士/馨月/现代出版社/2010年9月/176.00元,9,55,,,,,
金性尧选注/上海古籍出版社/1995-12/16.00元,9,56,,,,,
包慧怡/不是出版基金/2012-8/39,9,57,,,,,
吴小如/北京大学出版社/2012-9/56.00元,9,60,,,,,
Ende/ThienemannVerlag/1973/EUR13.90,9,63,,,,,
蓝天出版社/2006-4/29.80元,9,66,,,,,
[英]伦道夫·凯迪克、[英]凯特·格林威/屠岸、张璐诗、尹晓冬、徐泓、郭心朵、武霖/连环画出版社/2012-6/228.00元,9,70,,,,,
[英]伦道夫·凯迪克、[英]凯特·格林威/屠岸、张璐诗、尹晓冬、徐泓、郭心朵、武霖/连环画出版社/2012-6/228.00元,9,70,,,,,
王嘉、萧绮/中华书局/1981-6/0.83元,9,73,,,,,
(英)马丁·萨利斯伯瑞/谢冬梅/接力出版社/2011-11/88.00元,9,75,,,,,
[西班牙]阿尔贝托·门德斯/林叶青/百花文艺出版社/2017-5/39.50元,9,98,,,,,
[日]宫泽贤治/周龙梅/少年儿童出版社/2003-5/17.00元,9,105,,,,,
[古罗马]卡图卢斯/李永毅/中国青年出版社/2008-11/26.00元,9,115,,,,,
费·索洛古勃、瓦·勃留索夫、安德列·别雷/刘开华、周启超/浙江文艺出版社/2017-2/46.00,9,130,,,,,
[美]罗伯特·波格·哈里森/苏薇星/生活·读书·新知三联书店/2011-11/29.00元,9,137,,,,,
[印度]泰戈尔/冰心/外语教学与研究出版社/2010-1/13.90元,9,147,,,,,
王鼎钧/浙江文艺出版社/2000-03-01/10.80,9,160,,,,,
寒山/项楚/中华书局/2000-3/112.00,9,183,,,,,
余华/上海文艺出版社/2008-5/360.00元,9,244,,,,,
[宋]李清照、吴慧娟导读/上海古籍出版社/2009-08/14.00元,9,260,,,,,
里尔克/林笳/花城出版社/2010-5/52.00元,9,289,,,,,
纪伯伦/钱满素/北京十月文艺出版社/2011-3/25.00元,9,291,,,,,
俞陛云/北京出版社/2003-01/16.00,9,325,,,,,
[阿根廷]博尔赫斯/陈泉/上海译文出版社/2015-7/28.00,9,409,,,,,
[西班牙]路易斯·塞尔努达/汪天艾/四川文艺出版社/2016-1/58.00,9,415,,,,,
[西班牙]路易斯·塞尔努达/汪天艾/四川文艺出版社/2016-1/58.00,9,415,,,,,
穆旦/李方编/中国文学出版社/1996-08/16.00元,9,479,,,,,
闻一多/上海古籍出版社/1998-12/9.30,9,505,,,,,
姜・罗大里/任溶溶/少年儿童出版社/1997-11-1/11.10,9,590,,,,,
徐兴业/长江文艺出版社/2009-7-1/136.00元,9,615,,,,,
李泽厚/生活·读书·新知三联书店/2008-6/41.00元,9,616,,,,,
[西班牙]路易斯·塞尔努达/范晔/华东师范大学出版社/2015-8/34.00,9,617,,,,,
[德]瓦尔特·莫尔斯/赖雅静/南海出版公司/2014-4/39.50元,9,618,,,,,
(英)弗吉尼亚·伍尔夫/曹元勇/上海译文出版社/2009-1/25.00,9,661,,,,,
(日)金子美铃/吴菲、插图：苏打、策划：金莹/新星出版社/2007-1/20.0,9,717,,,,,
鲁迅/人民文学出版社/1998-04-01/12.5,9,728,,,,,
[英]奥斯卡·王尔德/杨烈、黄杲炘/中国文学出版社/2000-9/198.00,9,758,,,,,
Priest/昕文化工作室/2016-9/臺幣1200圓,9,1430,,,,,
芦原义信/尹培桐/中国建筑工业出版社/1985-3,9,1477,,,,,
张爱玲/哈尔滨出版社/2005-6/19.80元,9,1697,,,,,
张爱玲/哈尔滨出版社/2005-6/19.80元,9,1697,,,,,
[印]泰戈尔/郑振铎/北京十月文艺出版社/2005-1/10.00元,9,2665,,,,,
叶广芩/北京出版社/2009-1/32.00元,9,2763,,,,,
[葡萄牙]费尔南多·佩索阿/韩少功/上海文艺出版社/1995年5月第一版/35.0,9,3033,,,,,
[哥伦比亚]加西亚·马尔克斯/李静/南海出版公司/2016-4-1/55.00元,9,3093,,,,,
[哥伦比亚]加西亚·马尔克斯/李静/南海出版公司/2016-4-1/55.00元,9,3093,,,,,
(日)三浦紫苑/林佩瑾、李建铨、杨正敏/广西师范大学出版社/2015-1-1/39.00元,9,3102,,,,,
[法]克里斯多夫·夏布特/吕俊君/北京联合出版公司·后浪出版公司/2016-2/128.00元,9,3170,,,,,
费孝通/商务印书馆/2001-3/26.00元,9,3399,,,,,
王小波/陕西师范大学出版社/2004-1/14.00元,9,3439,,,,,
王小波/陕西师范大学出版社/2004-1/14.00元,9,3439,,,,,
