文学,外国文学,棕色的世界,[英]格林·狄龙著绘/来兹/世界图书出版公司北京公司/2017-1/CNY128.00,8.6,486\u4eba\u8bc4\u4ef7
文学,外国文学,夜莺,[美]克里斯汀·汉娜/黄瑶/四川人民出版社/2016-11/38.00元,8.9,387\u4eba\u8bc4\u4ef7
文学,外国文学,遥远的星辰,[智利]罗贝托·波拉尼奥/张慧玲/上海人民出版社/2016-1/32.00元,8.5,1214\u4eba\u8bc4\u4ef7
文学,外国文学,自由,[美]乔纳森·弗兰岑/缪梅/南海出版公司/2012-5/49.50元,8.4,4710\u4eba\u8bc4\u4ef7
文学,外国文学,冰与火之歌（卷一）,[美]乔治·R.R.马丁/谭光磊、屈畅/重庆出版社/2005-5/68.00元,9.3,23340\u4eba\u8bc4\u4ef7
文学,外国文学,达·芬奇密码,[美]丹·布朗/朱振武、吴晟、周元晓/上海人民出版社/2004-2/28.00元,8.2,129310\u4eba\u8bc4\u4ef7
文学,外国文学,质数的孤独,[意]保罗·乔尔达诺/文铮/上海译文出版社/2011-3/26.00元,8.0,15407\u4eba\u8bc4\u4ef7
文学,外国文学,现实与欲望,[西班牙]路易斯·塞尔努达/汪天艾/四川文艺出版社/2016-1/58.00,9.0,415\u4eba\u8bc4\u4ef7
文学,外国文学,都柏林人,[爱尔兰]詹姆斯·乔伊斯/王逢振/上海译文出版社/2010-9/26.00元,8.6,3045\u4eba\u8bc4\u4ef7
文学,外国文学,时光列车,[美]帕蒂·史密斯/非尔/理想国|广西师范大学出版社/2017-1/58.00,8.3,599\u4eba\u8bc4\u4ef7
文学,外国文学,博尔赫斯谈话录,[阿]豪尔赫·路易斯·博尔赫斯著、[美]威利斯·巴恩斯通编/西川/广西师范大学出版社/2014-11/49.00元,8.8,1790\u4eba\u8bc4\u4ef7
文学,外国文学,时间的针脚,[西]玛丽亚·杜埃尼亚斯/罗秀/南海出版公司/2012-3/39.50元,8.4,6539\u4eba\u8bc4\u4ef7
文学,外国文学,刺猬的优雅,[法]妙莉叶·芭贝里/史妍、刘阳/南京大学出版社/2010-02/25.00元,8.1,10164\u4eba\u8bc4\u4ef7
文学,外国文学,南十字星共和国,费·索洛古勃、瓦·勃留索夫、安德列·别雷/刘开华、周启超/浙江文艺出版社/2017-2/46.00,9.0,130\u4eba\u8bc4\u4ef7
文学,外国文学,鹿苑长春,[美]玛•金•罗琳斯/梅静/云南人民出版社/2016-6-1/48.00元,9.1,362\u4eba\u8bc4\u4ef7
文学,外国文学,柑橘与柠檬啊,[英]麦克·莫波格/柯惠琮/中国城市出版社/2009-3/28.80,8.1,10661\u4eba\u8bc4\u4ef7
文学,外国文学,语言的第七功能,[法]洛朗·比内/时利和、黄雅琴/海天出版社/2017-1/48.00元,8.0,119\u4eba\u8bc4\u4ef7
文学,外国文学,木麻黄树,[英]毛姆/黄福海/上海译文出版社/2012-5/30.00元,8.6,2181\u4eba\u8bc4\u4ef7
文学,外国文学,安徒生童话故事集,（丹麦）安徒生/叶君健/人民文学出版社/1997-08/25.00,9.2,35913\u4eba\u8bc4\u4ef7
文学,外国文学,美好的七年,[以色列]埃特加·凯雷特/方铁/上海文艺出版社/2016-3-31/25.00元,8.5,688\u4eba\u8bc4\u4ef7
文学,外国文学,想象地名私人词典,[加]A.曼古埃尔、[意]G.盖德鲁培/赵蓉/华东师范大学出版社/2016-8/148.00元,8.9,98\u4eba\u8bc4\u4ef7
文学,外国文学,革命之路,[美]理查德·耶茨/侯小翊/重庆出版社/2009-4/28.00,8.7,2602\u4eba\u8bc4\u4ef7
文学,外国文学,圣诞忆旧集,[美]杜鲁门·卡坡蒂/潘帕/译林出版社/2009-1/24.50,8.6,8903\u4eba\u8bc4\u4ef7
文学,外国文学,冷血,杜鲁门·卡波特/夏杪/南海出版社/2010-1/28.00元,8.5,2612\u4eba\u8bc4\u4ef7
文学,外国文学,黑狼罗密欧,[美]尼克·詹斯著/范冬丽/重庆出版社/2017-6/39.80元,9.2,12\u4eba\u8bc4\u4ef7
文学,外国文学,族长的秋天,[哥伦比亚]加西亚·马尔克斯/轩乐/南海出版公司/2014-6/39.50,8.6,2113\u4eba\u8bc4\u4ef7
文学,外国文学,致未来的诗人,[西班牙]路易斯·塞尔努达/范晔/华东师范大学出版社/2015-8/34.00,9.0,617\u4eba\u8bc4\u4ef7
文学,外国文学,华氏451,（美）雷·布雷德伯利/竹苏敏/重庆出版社/2005-6/20.00元,8.1,1761\u4eba\u8bc4\u4ef7
文学,外国文学,巴黎烧了吗?,拉莱·科林斯、多米尼克·拉皮埃尔/董乐山/译林出版社/2013-3/38.00元,8.8,1900\u4eba\u8bc4\u4ef7
文学,外国文学,我还是想你，妈妈,[白俄]S.A.阿列克谢耶维奇/晴朗李寒/九州出版社/2015-9/45.00,8.6,1012\u4eba\u8bc4\u4ef7
文学,外国文学,孤独及其所创造的,[美]保罗·奥斯特/btr/浙江文艺出版社/2009-1/20.00,8.3,3269\u4eba\u8bc4\u4ef7
文学,外国文学,猜火车,[英]欧文·威尔士/石一枫/重庆出版社/2010-7-1/29.80元,8.4,3667\u4eba\u8bc4\u4ef7
文学,外国文学,少年Pi的奇幻漂流,[加拿大]扬·马特尔/姚媛/译林出版社/2012-11-28/35.00元,8.6,6929\u4eba\u8bc4\u4ef7
文学,外国文学,格林童话全集,格林兄弟/魏以新/人民文学出版社/1994-11/21.45元,8.9,29035\u4eba\u8bc4\u4ef7
文学,外国文学,笑忘录,[捷克]米兰·昆德拉/王东亮/上海译文出版社/2004-1/21.00元,8.4,8871\u4eba\u8bc4\u4ef7
文学,外国文学,巨匠与杰作,[英]萨默塞特·毛姆/李锋/南京大学出版社/2008-8/24.00元,8.3,1210\u4eba\u8bc4\u4ef7
文学,外国文学,你在天堂里遇见的五个人,[美]米奇·阿尔博姆/赵晓春/上海译文出版社/2007-7/17.00元,8.1,16296\u4eba\u8bc4\u4ef7
文学,外国文学,莎士比亚全集（全8册）,[英]莎士比亚/朱生豪等/译林出版社/1998-5/220.00元,9.4,1453\u4eba\u8bc4\u4ef7
文学,外国文学,妹妹,[英]罗莎蒙德·勒普顿/张菡晨、叶博/湖南文艺出版社/2011-8/29.80元,6.9,375\u4eba\u8bc4\u4ef7
文学,外国文学,死于威尼斯,[德]托马斯·曼/钱鸿嘉、刘德中/上海译文出版社/2010-5/20.00元,8.3,2625\u4eba\u8bc4\u4ef7
文学,外国文学,被束缚的人,[奥]伊尔泽·艾辛格尔/胡蔚、章鹏高、齐快鸽/人民文学出版社/2017-2/23.00元,8.6,109\u4eba\u8bc4\u4ef7
文学,外国文学,不存在的父亲,[英]迈克尔·道布斯/雷素霞/百花洲文艺出版社/2016-9/36.00元,7.8,297\u4eba\u8bc4\u4ef7
文学,外国文学,审判,弗兰茨·卡夫卡/曹庸/上海文艺出版社/2006-5/35.00元,8.7,1877\u4eba\u8bc4\u4ef7
